id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7823,2017-12-31T00:00:00,2017,12,8,Conflict,4088,3735,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,21668,2017-12-31T00:00:00,2017,12,8,Conflict,11490,10178,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,15420,2017-12-31T00:00:00,2017,12,8,Conflict,7046,8374,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,772924,2017-12-31T00:00:00,2017,12,8,Conflict,375655,397269,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,308300,2017-12-31T00:00:00,2017,12,8,Conflict,152469,155831,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6984,2017-12-31T00:00:00,2017,12,8,Conflict,3170,3814,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4406,2017-12-31T00:00:00,2017,12,8,Economic reasons,2253,2153,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1455,2017-12-31T00:00:00,2017,12,8,Economic reasons,730,725,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,49713,2017-12-31T00:00:00,2017,12,8,Natural disaster,24791,24922,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,3451,2017-12-31T00:00:00,2017,12,8,Natural disaster,1590,1861,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6150,2017-12-31T00:00:00,2017,12,8,Natural disaster,3130,3020,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,143991,2017-12-31T00:00:00,2017,12,8,Natural disaster,71677,72314,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,346025,2017-12-31T00:00:00,2017,12,8,Natural disaster,166910,179115,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1481,2017-12-31T00:00:00,2017,12,8,Natural disaster,829,652,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6354,2017-12-31T00:00:00,2017,12,8,Other reason,3066,3288,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,897,2018-02-28T00:00:00,2018,2,9,Conflict,583,314,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2304,2018-02-28T00:00:00,2018,2,9,Conflict,1211,1093,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,24265,2018-02-28T00:00:00,2018,2,9,Conflict,13081,11184,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,20234,2018-02-28T00:00:00,2018,2,9,Conflict,10188,10046,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,818885,2018-02-28T00:00:00,2018,2,9,Conflict,401622,417263,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,344285,2018-02-28T00:00:00,2018,2,9,Conflict,169065,175220,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6986,2018-02-28T00:00:00,2018,2,9,Conflict,3170,3816,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5688,2018-02-28T00:00:00,2018,2,9,Natural disaster,2832,2856,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,43033,2018-02-28T00:00:00,2018,2,9,Natural disaster,21427,21606,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2993,2018-02-28T00:00:00,2018,2,9,Natural disaster,1507,1486,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2675,2018-02-28T00:00:00,2018,2,9,Natural disaster,1418,1257,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,92110,2018-02-28T00:00:00,2018,2,9,Natural disaster,45828,46282,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,344498,2018-02-28T00:00:00,2018,2,9,Natural disaster,171456,173042,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1168,2018-02-28T00:00:00,2018,2,9,Natural disaster,673,495,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5682,2018-02-28T00:00:00,2018,2,9,Other reason,2911,2771,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,106,2018-02-28T00:00:00,2018,2,9,Other reason,46,60,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,25345,2018-02-28T00:00:00,2018,2,9,Other reason,12478,12867,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1307,2018-02-28T00:00:00,2018,2,9,Other reason,666,641,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2671,2018-04-30T00:00:00,2018,4,10,Conflict,1431,1240,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,18686,2018-04-30T00:00:00,2018,4,10,Conflict,10565,8121,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1596,2018-04-30T00:00:00,2018,4,10,Conflict,824,772,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,12277,2018-04-30T00:00:00,2018,4,10,Conflict,6012,6265,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,705475,2018-04-30T00:00:00,2018,4,10,Conflict,340830,364645,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,326010,2018-04-30T00:00:00,2018,4,10,Conflict,159885,166125,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7049,2018-04-30T00:00:00,2018,4,10,Conflict,3170,3879,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4224,2018-04-30T00:00:00,2018,4,10,Natural disaster,2352,1872,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,46686,2018-04-30T00:00:00,2018,4,10,Natural disaster,23417,23269,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1803,2018-04-30T00:00:00,2018,4,10,Natural disaster,865,938,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,94972,2018-04-30T00:00:00,2018,4,10,Natural disaster,46414,48558,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,339307,2018-04-30T00:00:00,2018,4,10,Natural disaster,170464,168843,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1461,2018-04-30T00:00:00,2018,4,10,Natural disaster,821,640,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5682,2018-04-30T00:00:00,2018,4,10,Other reason,2890,2792,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,106,2018-04-30T00:00:00,2018,4,10,Other reason,46,60,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,17347,2018-04-30T00:00:00,2018,4,10,Other reason,8308,9039,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,28084,2018-04-30T00:00:00,2018,4,10,Other reason,13475,14609,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,19604,2018-06-30T00:00:00,2018,6,11,Conflict,10319,9285,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2185,2018-06-30T00:00:00,2018,6,11,Conflict,1132,1053,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,19020,2018-06-30T00:00:00,2018,6,11,Conflict,10826,8194,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,954,2018-06-30T00:00:00,2018,6,11,Conflict,479,475,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,13477,2018-06-30T00:00:00,2018,6,11,Conflict,6390,7087,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,700941,2018-06-30T00:00:00,2018,6,11,Conflict,338742,362199,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,441366,2018-06-30T00:00:00,2018,6,11,Conflict,211660,229706,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7030,2018-06-30T00:00:00,2018,6,11,Conflict,3150,3880,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,488,2018-06-30T00:00:00,2018,6,11,Economic reasons,240,248,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4224,2018-06-30T00:00:00,2018,6,11,Natural disaster,2352,1872,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,43795,2018-06-30T00:00:00,2018,6,11,Natural disaster,22025,21770,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1593,2018-06-30T00:00:00,2018,6,11,Natural disaster,735,858,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,111629,2018-06-30T00:00:00,2018,6,11,Natural disaster,54829,56800,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,373982,2018-06-30T00:00:00,2018,6,11,Natural disaster,187325,186657,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1461,2018-06-30T00:00:00,2018,6,11,Natural disaster,821,640,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5598,2018-06-30T00:00:00,2018,6,11,Other reason,2824,2774,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,120,2018-06-30T00:00:00,2018,6,11,Other reason,48,72,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,14687,2018-06-30T00:00:00,2018,6,11,Other reason,7415,7272,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,14531,2018-06-30T00:00:00,2018,6,11,Other reason,6976,7555,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,51198,2018-08-30T00:00:00,2018,8,12,Conflict,26060,25138,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2832,2018-08-30T00:00:00,2018,8,12,Conflict,1537,1295,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,19946,2018-08-30T00:00:00,2018,8,12,Conflict,11500,8446,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,766,2018-08-30T00:00:00,2018,8,12,Conflict,371,395,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,12600,2018-08-30T00:00:00,2018,8,12,Conflict,6216,6384,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,12735,2018-08-30T00:00:00,2018,8,12,Conflict,6359,6376,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,714210,2018-08-30T00:00:00,2018,8,12,Conflict,341756,372454,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,632131,2018-08-30T00:00:00,2018,8,12,Conflict,299834,332297,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7002,2018-08-30T00:00:00,2018,8,12,Conflict,3180,3822,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4224,2018-08-30T00:00:00,2018,8,12,Natural disaster,2352,1872,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,43791,2018-08-30T00:00:00,2018,8,12,Natural disaster,22101,21690,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,585,2018-08-30T00:00:00,2018,8,12,Natural disaster,292,293,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,117150,2018-08-30T00:00:00,2018,8,12,Natural disaster,58515,58635,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,374604,2018-08-30T00:00:00,2018,8,12,Natural disaster,184087,190517,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1461,2018-08-30T00:00:00,2018,8,12,Natural disaster,821,640,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5682,2018-08-30T00:00:00,2018,8,12,Other reason,2821,2861,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,19238,2018-08-30T00:00:00,2018,8,12,Other reason,9705,9533,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,15019,2018-08-30T00:00:00,2018,8,12,Other reason,7216,7803,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4718,2018-10-30T00:00:00,2018,10,13,Conflict,2124,2594,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2094,2018-10-30T00:00:00,2018,10,13,Conflict,1097,997,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,21698,2018-10-30T00:00:00,2018,10,13,Conflict,12817,8881,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,3246,2018-10-30T00:00:00,2018,10,13,Conflict,1555,1691,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2784,2018-10-30T00:00:00,2018,10,13,Conflict,1363,1421,Dire Dawa,ET15,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,16617,2018-10-30T00:00:00,2018,10,13,Conflict,8415,8202,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,953145,2018-10-30T00:00:00,2018,10,13,Conflict,450635,502510,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,482812,2018-10-30T00:00:00,2018,10,13,Conflict,232777,250035,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7207,2018-10-30T00:00:00,2018,10,13,Conflict,3383,3824,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,8864,2018-10-30T00:00:00,2018,10,13,Economic reasons,4432,4432,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,664,2018-10-30T00:00:00,2018,10,13,Economic reasons,320,344,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,44596,2018-10-30T00:00:00,2018,10,13,Natural disaster,22690,21906,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,21329,2018-10-30T00:00:00,2018,10,13,Natural disaster,10552,10777,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4995,2018-10-30T00:00:00,2018,10,13,Natural disaster,2603,2392,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,105088,2018-10-30T00:00:00,2018,10,13,Natural disaster,52024,53064,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,378727,2018-10-30T00:00:00,2018,10,13,Natural disaster,189054,189673,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1167,2018-10-30T00:00:00,2018,10,13,Natural disaster,673,494,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,15527,2018-10-30T00:00:00,2018,10,13,Other reason,7779,7748,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6583,2018-12-31T00:00:00,2018,12,14,Conflict,3153,3430,Addis Ababa,ET14,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1759,2018-12-31T00:00:00,2018,12,14,Conflict,937,822,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,25397,2018-12-31T00:00:00,2018,12,14,Conflict,14486,10911,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,197973,2018-12-31T00:00:00,2018,12,14,Conflict,99863,98110,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2755,2018-12-31T00:00:00,2018,12,14,Conflict,1305,1450,Dire Dawa,ET15,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,20943,2018-12-31T00:00:00,2018,12,14,Conflict,11164,9779,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,81,2018-12-31T00:00:00,2018,12,14,Conflict,48,33,Harari,ET13,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,941545,2018-12-31T00:00:00,2018,12,14,Conflict,456217,485328,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,591269,2018-12-31T00:00:00,2018,12,14,Conflict,281616,309653,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7289,2018-12-31T00:00:00,2018,12,14,Conflict,3508,3781,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,8700,2018-12-31T00:00:00,2018,12,14,Economic reasons,4350,4350,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,479,2018-12-31T00:00:00,2018,12,14,Economic reasons,226,253,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,47202,2018-12-31T00:00:00,2018,12,14,Natural disaster,23798,23404,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,254,2018-12-31T00:00:00,2018,12,14,Natural disaster,131,123,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,3746,2018-12-31T00:00:00,2018,12,14,Natural disaster,1980,1766,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,121584,2018-12-31T00:00:00,2018,12,14,Natural disaster,59640,61944,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,348112,2018-12-31T00:00:00,2018,12,14,Natural disaster,174975,173137,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1168,2018-12-31T00:00:00,2018,12,14,Natural disaster,673,495,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6097,2018-12-31T00:00:00,2018,12,14,Other reason,2843,3254,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,515515,2019-02-28T00:00:00,2019,2,15,Conflict,250660,264855,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1987,2019-02-28T00:00:00,2019,2,15,Conflict,1036,951,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4318,2019-02-28T00:00:00,2019,2,15,Conflict,2423,1895,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6505,2019-02-28T00:00:00,2019,2,15,Conflict,3247,3258,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6065,2019-02-28T00:00:00,2019,2,15,Conflict,2911,3154,Dire Dawa,ET15,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,13566,2019-02-28T00:00:00,2019,2,15,Conflict,7089,6477,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,834913,2019-02-28T00:00:00,2019,2,15,Conflict,405583,429330,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,289406,2019-02-28T00:00:00,2019,2,15,Conflict,141949,147457,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7563,2019-02-28T00:00:00,2019,2,15,Conflict,3669,3894,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,10365,2019-02-28T00:00:00,2019,2,15,Economic reasons,5108,5257,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,467,2019-02-28T00:00:00,2019,2,15,Economic reasons,219,248,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,30044,2019-02-28T00:00:00,2019,2,15,Natural disaster,14579,15465,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,45916,2019-02-28T00:00:00,2019,2,15,Natural disaster,23314,22602,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,261,2019-02-28T00:00:00,2019,2,15,Natural disaster,133,128,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,3505,2019-02-28T00:00:00,2019,2,15,Natural disaster,1739,1766,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,103285,2019-02-28T00:00:00,2019,2,15,Natural disaster,50553,52732,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,346775,2019-02-28T00:00:00,2019,2,15,Natural disaster,171980,174795,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1859,2019-02-28T00:00:00,2019,2,15,Natural disaster,939,920,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4794,2019-02-28T00:00:00,2019,2,15,Other reason,2398,2396,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1657211,2019-04-30T00:00:00,2019,4,16,Conflict,809620,847591,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,11279,2019-04-30T00:00:00,2019,4,16,Economic reasons,5561,5718,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,522313,2019-04-30T00:00:00,2019,4,16,Natural disaster,258795,263518,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4143,2019-04-30T00:00:00,2019,4,16,Other reason,1922,2221,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,996,2019-06-30T00:00:00,2019,6,17,Conflict,535,461,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,3204,2019-06-30T00:00:00,2019,6,17,Conflict,1675,1529,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,118392,2019-06-30T00:00:00,2019,6,17,Conflict,59619,58773,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6584,2019-06-30T00:00:00,2019,6,17,Conflict,3044,3540,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,768,2019-06-30T00:00:00,2019,6,17,Conflict,387,381,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1536,2019-06-30T00:00:00,2019,6,17,Conflict,746,790,Dire Dawa,ET15,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,28383,2019-06-30T00:00:00,2019,6,17,Conflict,14835,13548,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,889603,2019-06-30T00:00:00,2019,6,17,Conflict,440790,448813,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,621457,2019-06-30T00:00:00,2019,6,17,Conflict,299473,321984,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,9594,2019-06-30T00:00:00,2019,6,17,Conflict,4507,5087,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,10479,2019-06-30T00:00:00,2019,6,17,Economic reasons,5259,5220,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,496,2019-06-30T00:00:00,2019,6,17,Economic reasons,240,256,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,53376,2019-06-30T00:00:00,2019,6,17,Natural disaster,27042,26334,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,95,2019-06-30T00:00:00,2019,6,17,Natural disaster,46,49,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2658,2019-06-30T00:00:00,2019,6,17,Natural disaster,1270,1388,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,132885,2019-06-30T00:00:00,2019,6,17,Natural disaster,66475,66410,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,349436,2019-06-30T00:00:00,2019,6,17,Natural disaster,172057,177379,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5348,2019-06-30T00:00:00,2019,6,17,Other reason,2677,2671,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,874,2019-08-30T00:00:00,2019,8,18,Conflict,462,412,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4095,2019-08-30T00:00:00,2019,8,18,Conflict,2141,1954,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,79937,2019-08-30T00:00:00,2019,8,18,Conflict,42103,37834,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5098,2019-08-30T00:00:00,2019,8,18,Conflict,2480,2618,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1510,2019-08-30T00:00:00,2019,8,18,Conflict,766,744,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,18312,2019-08-30T00:00:00,2019,8,18,Conflict,9274,9038,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,234,2019-08-30T00:00:00,2019,8,18,Conflict,117,117,Harari,ET13,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,614885,2019-08-30T00:00:00,2019,8,18,Conflict,309507,305378,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,388027,2019-08-30T00:00:00,2019,8,18,Conflict,189835,198192,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,10940,2019-08-30T00:00:00,2019,8,18,Conflict,5011,5929,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6798,2019-08-30T00:00:00,2019,8,18,Economic reasons,3350,3448,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,430,2019-08-30T00:00:00,2019,8,18,Economic reasons,193,237,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,47528,2019-08-30T00:00:00,2019,8,18,Natural disaster,24319,23209,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,95,2019-08-30T00:00:00,2019,8,18,Natural disaster,46,49,Amhara,ET03,SA,Active
