id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
136796,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,Kembata,ET0703,2,176,2024-05-31T00:00:00,2024,5,36,Conflict,88,88,Central Ethiopia,ET07,SA,Active
136784,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,Hadiya,ET0702,2,13152,2024-05-31T00:00:00,2024,5,36,Conflict,6341,6811,South West Ethiopia,ET11,SA,Active
138190,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,West Gondar,ET0312,2,718,2024-05-31T00:00:00,2024,5,36,Conflict,399,319,Amhara,ET03,SA,Active
138186,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,West Gondar,ET0312,2,579,2024-05-31T00:00:00,2024,5,36,Conflict,277,302,Oromia,ET04,SA,Active
138107,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Wag Hamra,ET0308,2,1489,2024-05-31T00:00:00,2024,5,36,Conflict,766,723,Oromia,ET04,SA,Active
138110,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Wag Hamra,ET0308,2,3356,2024-05-31T00:00:00,2024,5,36,Natural disaster,1596,1760,Amhara,ET03,SA,Active
138113,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Wag Hamra,ET0308,2,12243,2024-05-31T00:00:00,2024,5,36,Conflict,6468,5775,Tigray,ET01,SA,Active
138114,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Wag Hamra,ET0308,2,13652,2024-05-31T00:00:00,2024,5,36,Conflict,6021,7631,Amhara,ET03,SA,Active
138058,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,South Wello,ET0304,2,1636,2024-05-31T00:00:00,2024,5,36,Conflict,835,801,Afar,ET02,SA,Active
138073,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,South Wello,ET0304,2,17952,2024-05-31T00:00:00,2024,5,36,Conflict,8637,9315,Oromia,ET04,SA,Active
138270,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,West Arsi,ET0417,2,623,2024-05-31T00:00:00,2024,5,36,Conflict,295,328,Somali,ET05,SA,Active
138237,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,West Arsi,ET0417,2,92,2024-05-31T00:00:00,2024,5,36,Conflict,48,44,Sidama,ET16,SA,Active
138243,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,West Arsi,ET0417,2,303,2024-05-31T00:00:00,2024,5,36,Natural disaster,165,138,Oromia,ET04,SA,Active
138225,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,South West Shewa,ET0413,2,340,2024-05-31T00:00:00,2024,5,36,Conflict,161,179,Somali,ET05,SA,Active
138233,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,South West Shewa,ET0413,2,3348,2024-05-31T00:00:00,2024,5,36,Conflict,1598,1750,Oromia,ET04,SA,Active
138210,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,Assosa,ET0603,2,8455,2024-05-31T00:00:00,2024,5,36,Conflict,3547,4908,Benishangul-Gumuz,ET06,SA,Active
138220,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,Assosa,ET0603,2,17470,2024-05-31T00:00:00,2024,5,36,Conflict,8658,8812,Oromia,ET04,SA,Active
138335,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,West Guji,ET0415,2,927,2024-05-31T00:00:00,2024,5,36,Other reason,451,476,Oromia,ET04,SA,Active
138350,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,West Guji,ET0415,2,35456,2024-05-31T00:00:00,2024,5,36,Natural disaster,16321,19135,Oromia,ET04,SA,Active
138318,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,West Arsi,ET0417,2,12416,2024-05-31T00:00:00,2024,5,36,Conflict,5962,6454,Oromia,ET04,SA,Active
140813,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,North Gondar,ET0301,2,527,2024-05-31T00:00:00,2024,5,36,Conflict,257,270,Amhara,ET03,SA,Active
140821,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,North Gondar,ET0301,2,10796,2024-05-31T00:00:00,2024,5,36,Conflict,4393,6403,Tigray,ET01,SA,Active
140851,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,North Shewa (AM),ET0305,2,224,2024-05-31T00:00:00,2024,5,36,Conflict,111,113,Benishangul-Gumuz,ET06,SA,Active
138406,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,West Hararge,ET0409,2,14995,2024-05-31T00:00:00,2024,5,36,Conflict,7655,7340,Oromia,ET04,SA,Active
138389,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,West Hararge,ET0409,2,6270,2024-05-31T00:00:00,2024,5,36,Conflict,3094,3176,Somali,ET05,SA,Active
138376,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,West Hararge,ET0409,2,1671,2024-05-31T00:00:00,2024,5,36,Natural disaster,834,837,Oromia,ET04,SA,Active
138366,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,West Guji,ET0415,2,102930,2024-05-31T00:00:00,2024,5,36,Conflict,46463,56467,Oromia,ET04,SA,Active
140842,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,North Shewa (AM),ET0305,2,197,2024-05-31T00:00:00,2024,5,36,Conflict,105,92,South West Ethiopia,ET11,SA,Active
140873,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,North Shewa (AM),ET0305,2,1577,2024-05-31T00:00:00,2024,5,36,Other reason,772,805,Oromia,ET04,SA,Active
140886,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,North Shewa (AM),ET0305,2,10083,2024-05-31T00:00:00,2024,5,36,Conflict,5243,4840,Amhara,ET03,SA,Active
140894,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,North Shewa (AM),ET0305,2,27922,2024-05-31T00:00:00,2024,5,36,Conflict,14619,13303,Oromia,ET04,SA,Active
140933,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Wellega,ET0402,2,54353,2024-05-31T00:00:00,2024,5,36,Conflict,26181,28172,Oromia,ET04,SA,Active
147675,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,Southern,ET0104,2,964,2024-05-31T00:00:00,2024,5,36,Conflict,408,556,Afar,ET02,SA,Active
147672,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,Southern,ET0104,2,605,2024-05-31T00:00:00,2024,5,36,Conflict,262,343,Amhara,ET03,SA,Active
147636,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,South Eastern,ET0106,2,12176,2024-05-31T00:00:00,2024,5,36,Conflict,5281,6895,Afar,ET02,SA,Active
147633,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,South Eastern,ET0106,2,8722,2024-05-31T00:00:00,2024,5,36,Conflict,3961,4761,Tigray,ET01,SA,Active
147642,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,Southern,ET0104,2,40,2024-05-31T00:00:00,2024,5,36,Conflict,20,20,Addis Ababa,ET14,SA,Active
150346,Countrywide monitoring,Ethiopia,ETH,South West Ethiopia People,ET11,Bench Sheko,ET1103,2,697,2024-05-31T00:00:00,2024,5,36,Conflict,348,349,South West Ethiopia,ET11,SA,Active
150364,Countrywide monitoring,Ethiopia,ETH,South West Ethiopia People,ET11,Dawuro,ET1104,2,188,2024-05-31T00:00:00,2024,5,36,Conflict,93,95,Oromia,ET04,SA,Active
147580,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,North Western,ET0101,2,358054,2024-05-31T00:00:00,2024,5,36,Conflict,169471,188583,Tigray,ET01,SA,Active
147550,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,Mekelle,ET0107,2,128347,2024-05-31T00:00:00,2024,5,36,Conflict,56897,71450,Tigray,ET01,SA,Active
147604,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,South Eastern,ET0106,2,672,2024-05-31T00:00:00,2024,5,36,Conflict,284,388,Amhara,ET03,SA,Active
147609,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,South Eastern,ET0106,2,1049,2024-05-31T00:00:00,2024,5,36,Conflict,474,575,South West Ethiopia,ET11,SA,Active
147613,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,South Eastern,ET0106,2,1541,2024-05-31T00:00:00,2024,5,36,Conflict,766,775,Oromia,ET04,SA,Active
147536,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,Mekelle,ET0107,2,11571,2024-05-31T00:00:00,2024,5,36,Conflict,5217,6354,Afar,ET02,SA,Active
147511,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,Eastern,ET0103,2,95127,2024-05-31T00:00:00,2024,5,36,Conflict,41734,53393,Tigray,ET01,SA,Active
141022,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Guji,ET0414,2,32999,2024-05-31T00:00:00,2024,5,36,Conflict,16042,16957,Oromia,ET04,SA,Active
141053,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Horo Gudru Wellega,ET0419,2,51149,2024-05-31T00:00:00,2024,5,36,Conflict,25591,25558,Oromia,ET04,SA,Active
141084,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Jimma,ET0404,2,534,2024-05-31T00:00:00,2024,5,36,Conflict,263,271,Somali,ET05,SA,Active
131155,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Central Gondar,ET0311,2,272,2024-05-31T00:00:00,2024,5,36,Conflict,138,134,Oromia,ET04,SA,Active
131152,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Bahir Dar City Admin,ET0314,2,5165,2024-05-31T00:00:00,2024,5,36,Conflict,2507,2658,Oromia,ET04,SA,Active
131161,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Central Gondar,ET0311,2,544,2024-05-31T00:00:00,2024,5,36,Conflict,250,294,Benishangul-Gumuz,ET06,SA,Active
131171,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Central Gondar,ET0311,2,1865,2024-05-31T00:00:00,2024,5,36,Conflict,873,992,Amhara,ET03,SA,Active
131174,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Central Gondar,ET0311,2,3360,2024-05-31T00:00:00,2024,5,36,Conflict,1334,2026,Tigray,ET01,SA,Active
131213,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Borena,ET0422,2,78104,2024-05-31T00:00:00,2024,5,36,Conflict,37925,40179,Oromia,ET04,SA,Active
131184,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Borena,ET0422,2,25841,2024-05-31T00:00:00,2024,5,36,Natural disaster,12094,13747,Oromia,ET04,SA,Active
131250,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Hararge,ET0410,2,60774,2024-05-31T00:00:00,2024,5,36,Conflict,30077,30697,Oromia,ET04,SA,Active
131240,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Hararge,ET0410,2,20680,2024-05-31T00:00:00,2024,5,36,Natural disaster,11352,9328,Oromia,ET04,SA,Active
131261,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Hararge,ET0410,2,66664,2024-05-31T00:00:00,2024,5,36,Conflict,31871,34793,Somali,ET05,SA,Active
131332,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Wellega,ET0402,2,4883,2024-05-31T00:00:00,2024,5,36,Conflict,2365,2518,Benishangul-Gumuz,ET06,SA,Active
131439,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Siti,ET0501,2,6227,2024-05-31T00:00:00,2024,5,36,Conflict,3110,3117,Oromia,ET04,SA,Active
131423,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Shabelle,ET0506,2,122760,2024-05-31T00:00:00,2024,5,36,Natural disaster,60685,62075,Somali,ET05,SA,Active
131392,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Shabelle,ET0506,2,1478,2024-05-31T00:00:00,2024,5,36,Conflict,756,722,Oromia,ET04,SA,Active
131489,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Siti,ET0501,2,58523,2024-05-31T00:00:00,2024,5,36,Natural disaster,28169,30354,Somali,ET05,SA,Active
131470,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Siti,ET0501,2,28975,2024-05-31T00:00:00,2024,5,36,Conflict,14192,14783,Somali,ET05,SA,Active
131435,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Siti,ET0501,2,5262,2024-05-31T00:00:00,2024,5,36,Conflict,2334,2928,Afar,ET02,SA,Active
135133,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,Siltie,ET0720,2,3169,2024-05-31T00:00:00,2024,5,36,Conflict,1307,1862,Oromia,ET04,SA,Active
135122,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,Siltie,ET0720,2,791,2024-05-31T00:00:00,2024,5,36,Conflict,294,497,Somali,ET05,SA,Active
135115,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,Siltie,ET0720,2,579,2024-05-31T00:00:00,2024,5,36,Natural disaster,277,302,Central Ethiopia,ET07,SA,Active
135267,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,Majang,ET1203,2,172,2024-05-31T00:00:00,2024,5,36,Natural disaster,104,68,Gambela,ET12,SA,Active
135233,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,Agnewak,ET1202,2,4240,2024-05-31T00:00:00,2024,5,36,Conflict,1871,2369,Gambela,ET12,SA,Active
135214,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,Agnewak,ET1202,2,1006,2024-05-31T00:00:00,2024,5,36,Natural disaster,438,568,Gambela,ET12,SA,Active
135165,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,Yem,ET0724,2,276,2024-05-31T00:00:00,2024,5,36,Natural disaster,147,129,Central Ethiopia,ET07,SA,Active
135149,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,Tembaro SP woreda,ET0726,2,422,2024-05-31T00:00:00,2024,5,36,Conflict,215,207,South West Ethiopia,ET11,SA,Active
74224,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,Eastern,ET0103,2,5354,2024-05-31T00:00:00,2024,5,36,Conflict,2296,3058,Afar,ET02,SA,Active
74187,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,Eastern,ET0103,2,535,2024-05-31T00:00:00,2024,5,36,Conflict,233,302,Oromia,ET04,SA,Active
79137,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,Nuwer,ET1201,2,6387,2024-05-31T00:00:00,2024,5,36,Conflict,3105,3282,Gambela,ET12,SA,Active
79159,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,Nuwer,ET1201,2,14918,2024-05-31T00:00:00,2024,5,36,Natural disaster,7230,7688,Gambela,ET12,SA,Active
79181,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,Harari,ET1301,2,251,2024-05-31T00:00:00,2024,5,36,Conflict,127,124,Harari,ET13,SA,Active
79193,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,Harari,ET1301,2,1969,2024-05-31T00:00:00,2024,5,36,Conflict,984,985,Somali,ET05,SA,Active
79226,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Arsi,ET0408,2,1275,2024-05-31T00:00:00,2024,5,36,Conflict,626,649,Somali,ET05,SA,Active
79231,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Arsi,ET0408,2,1527,2024-05-31T00:00:00,2024,5,36,Natural disaster,775,752,Oromia,ET04,SA,Active
79219,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Arsi,ET0408,2,520,2024-05-31T00:00:00,2024,5,36,Conflict,241,279,Oromia,ET04,SA,Active
79295,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Bale,ET0411,2,4560,2024-05-31T00:00:00,2024,5,36,Conflict,2498,2062,Somali,ET05,SA,Active
79375,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Erer,ET0504,2,30239,2024-05-31T00:00:00,2024,5,36,Conflict,13427,16812,Oromia,ET04,SA,Active
79348,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Erer,ET0504,2,6199,2024-05-31T00:00:00,2024,5,36,Natural disaster,2914,3285,Somali,ET05,SA,Active
131034,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,Hari /Zone 5,ET0205,2,3458,2024-05-31T00:00:00,2024,5,36,Natural disaster,1696,1762,Afar,ET02,SA,Active
131067,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,Kilbati /Zone2,ET0202,2,5361,2024-05-31T00:00:00,2024,5,36,Natural disaster,2533,2828,Afar,ET02,SA,Active
131133,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Bahir Dar City Admin,ET0314,2,162,2024-05-31T00:00:00,2024,5,36,Conflict,82,80,Benishangul-Gumuz,ET06,SA,Active
131086,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,Kilbati /Zone2,ET0202,2,9837,2024-05-31T00:00:00,2024,5,36,Conflict,4906,4931,Afar,ET02,SA,Active
131099,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,Mahi /Zone 6,ET0206,2,4106,2024-05-31T00:00:00,2024,5,36,Natural disaster,1928,2178,Afar,ET02,SA,Active
131100,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,Mahi /Zone 6,ET0206,2,5176,2024-05-31T00:00:00,2024,5,36,Conflict,2551,2625,Afar,ET02,SA,Active
79384,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Fafan,ET0502,2,1742,2024-05-31T00:00:00,2024,5,36,Natural disaster,930,812,Somali,ET05,SA,Active
79423,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Fafan,ET0502,2,23810,2024-05-31T00:00:00,2024,5,36,Conflict,11597,12213,Somali,ET05,SA,Active
79450,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Fafan,ET0502,2,121495,2024-05-31T00:00:00,2024,5,36,Conflict,65043,56452,Oromia,ET04,SA,Active
79468,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Jarar,ET0503,2,225,2024-05-31T00:00:00,2024,5,36,Conflict,122,103,Oromia,ET04,SA,Active
79492,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Jarar,ET0503,2,26102,2024-05-31T00:00:00,2024,5,36,Natural disaster,13171,12931,Somali,ET05,SA,Active
73949,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Kelem Wellega,ET0418,2,35570,2024-05-31T00:00:00,2024,5,36,Conflict,17103,18467,Oromia,ET04,SA,Active
73987,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,North Shewa (OR),ET0406,2,23338,2024-05-31T00:00:00,2024,5,36,Conflict,10725,12613,Oromia,ET04,SA,Active
74166,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,Central,ET0102,2,205896,2024-05-31T00:00:00,2024,5,36,Conflict,92040,113856,Tigray,ET01,SA,Active
74116,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,Central,ET0102,2,227,2024-05-31T00:00:00,2024,5,36,Conflict,101,126,Benishangul-Gumuz,ET06,SA,Active
74127,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,Central,ET0102,2,2220,2024-05-31T00:00:00,2024,5,36,Conflict,983,1237,Amhara,ET03,SA,Active
74100,Countrywide monitoring,Ethiopia,ETH,South West Ethiopia People,ET11,West Omo,ET1105,2,1052,2024-05-31T00:00:00,2024,5,36,Conflict,538,514,South West Ethiopia,ET11,SA,Active
74057,Countrywide monitoring,Ethiopia,ETH,South West Ethiopia People,ET11,Kefa,ET1102,2,636,2024-05-31T00:00:00,2024,5,36,Natural disaster,320,316,South West Ethiopia,ET11,SA,Active
74074,Countrywide monitoring,Ethiopia,ETH,South West Ethiopia People,ET11,Konta,ET1106,2,2934,2024-05-31T00:00:00,2024,5,36,Natural disaster,1367,1567,South West Ethiopia,ET11,SA,Active
74067,Countrywide monitoring,Ethiopia,ETH,South West Ethiopia People,ET11,Konta,ET1106,2,1384,2024-05-31T00:00:00,2024,5,36,Conflict,664,720,Oromia,ET04,SA,Active
73783,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Oromia,ET0310,2,3529,2024-05-31T00:00:00,2024,5,36,Conflict,1605,1924,Oromia,ET04,SA,Active
73791,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,Oromia,ET0310,2,14225,2024-05-31T00:00:00,2024,5,36,Conflict,6700,7525,Amhara,ET03,SA,Active
73896,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Jimma,ET0404,2,8972,2024-05-31T00:00:00,2024,5,36,Natural disaster,4243,4729,Oromia,ET04,SA,Active
73891,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Jimma,ET0404,2,8167,2024-05-31T00:00:00,2024,5,36,Other reason,3993,4174,Oromia,ET04,SA,Active
73848,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,South Wello,ET0304,2,73,2024-05-31T00:00:00,2024,5,36,Conflict,29,44,Somali,ET05,SA,Active
73729,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,North Wello,ET0303,2,24737,2024-05-31T00:00:00,2024,5,36,Conflict,10574,14163,Oromia,ET04,SA,Active
73725,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,North Wello,ET0303,2,17725,2024-05-31T00:00:00,2024,5,36,Conflict,7872,9853,Tigray,ET01,SA,Active
35179,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,Gabi /Zone 3,ET0203,2,23564,2024-05-31T00:00:00,2024,5,36,Natural disaster,11106,12458,Afar,ET02,SA,Active
35151,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,Gabi /Zone 3,ET0203,2,13207,2024-05-31T00:00:00,2024,5,36,Conflict,5974,7233,Afar,ET02,SA,Active
35101,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,Fanti /Zone 4,ET0204,2,509,2024-05-31T00:00:00,2024,5,36,Natural disaster,246,263,Afar,ET02,SA,Active
35104,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,Fanti /Zone 4,ET0204,2,603,2024-05-31T00:00:00,2024,5,36,Other reason,339,264,Afar,ET02,SA,Active
35090,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,Awsi /Zone 1,ET0201,2,15970,2024-05-31T00:00:00,2024,5,36,Natural disaster,8106,7864,Afar,ET02,SA,Active
44740,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Borena,ET0412,2,15465,2024-05-31T00:00:00,2024,5,36,Conflict,7619,7846,Oromia,ET04,SA,Active
44757,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Borena,ET0412,2,45960,2024-05-31T00:00:00,2024,5,36,Natural disaster,22215,23745,Oromia,ET04,SA,Active
44748,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Borena,ET0412,2,33933,2024-05-31T00:00:00,2024,5,36,Conflict,16806,17127,Somali,ET05,SA,Active
44813,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Bale,ET0421,2,404,2024-05-31T00:00:00,2024,5,36,Natural disaster,197,207,Oromia,ET04,SA,Active
44806,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Buno Bedele,ET0416,2,8385,2024-05-31T00:00:00,2024,5,36,Other reason,3717,4668,Oromia,ET04,SA,Active
44864,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Borena,ET0422,2,18255,2024-05-31T00:00:00,2024,5,36,Conflict,9417,8838,Somali,ET05,SA,Active
44816,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Bale,ET0421,2,2550,2024-05-31T00:00:00,2024,5,36,Conflict,1190,1360,Oromia,ET04,SA,Active
44829,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Bale,ET0421,2,6667,2024-05-31T00:00:00,2024,5,36,Conflict,3192,3475,Somali,ET05,SA,Active
44897,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Korahe,ET0505,2,14979,2024-05-31T00:00:00,2024,5,36,Natural disaster,6823,8156,Somali,ET05,SA,Active
44895,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Korahe,ET0505,2,1401,2024-05-31T00:00:00,2024,5,36,Conflict,599,802,Oromia,ET04,SA,Active
44885,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Korahe,ET0505,2,918,2024-05-31T00:00:00,2024,5,36,Conflict,424,494,Somali,ET05,SA,Active
44940,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Liban,ET0509,2,1863,2024-05-31T00:00:00,2024,5,36,Natural disaster,1082,781,Oromia,ET04,SA,Active
45051,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Nogob,ET0510,2,49909,2024-05-31T00:00:00,2024,5,36,Natural disaster,21819,28090,Somali,ET05,SA,Active
45025,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Nogob,ET0510,2,809,2024-05-31T00:00:00,2024,5,36,Conflict,308,501,Oromia,ET04,SA,Active
45002,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Liban,ET0509,2,95624,2024-05-31T00:00:00,2024,5,36,Natural disaster,47921,47703,Somali,ET05,SA,Active
45009,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Liban,ET0509,2,133893,2024-05-31T00:00:00,2024,5,36,Conflict,64435,69458,Oromia,ET04,SA,Active
44973,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,Liban,ET0509,2,39982,2024-05-31T00:00:00,2024,5,36,Conflict,21048,18934,Somali,ET05,SA,Active
44817,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Bale,ET0421,2,2563,2024-08-31T00:00:00,2024,8,37,Conflict,1196,1367,Oromia,ET04,SA,Active
44835,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Bale,ET0421,2,11480,2024-08-31T00:00:00,2024,8,37,Conflict,5577,5903,Somali,ET05,SA,Active
44865,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Borena,ET0422,2,18946,2024-08-31T00:00:00,2024,8,37,Other reason,9320,9626,Oromia,ET04,SA,Active
44851,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Borena,ET0422,2,1497,2024-08-31T00:00:00,2024,8,37,Other reason,737,760,Somali,ET05,SA,Active
44863,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Borena,ET0422,2,17582,2024-08-31T00:00:00,2024,8,37,Conflict,8754,8828,Somali,ET05,SA,Active
44807,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Buno Bedele,ET0416,2,8396,2024-08-31T00:00:00,2024,8,37,Natural disaster,3722,4674,Oromia,ET04,SA,Active
44810,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,East Bale,ET0421,2,155,2024-08-31T00:00:00,2024,8,37,Other reason,76,79,Somali,ET05,SA,Active
44743,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Borena,ET0412,2,26005,2024-08-31T00:00:00,2024,8,37,Natural disaster,12612,13393,Oromia,ET04,SA,Active
44733,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Borena,ET0412,2,12237,2024-08-31T00:00:00,2024,8,37,Other reason,6187,6050,Somali,ET05,SA,Active
44736,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,Borena,ET0412,2,15211,2024-08-31T00:00:00,2024,8,37,Conflict,7557,7654,Somali,ET05,SA,Active
